tanggal,suka,komentar
2021-01-12 15:06:26,0,Tampilkan
2021-01-12 12:33:19,0,"Sangat membatu buat para rw untuk tau informasi program"" pemerintah"
2021-01-12 12:32:40,0,tambah pengetahuan atas info yg di dpt mengenai wilayah Bekasi
2021-01-11 18:03:00,2,Cuma bisa RW..mknya RW daftarin kluarga nya doang..yg ngontrak cuma gigit jari..
2021-01-11 02:27:12,0,Sangat membantu
2021-01-11 02:19:53,0,Ok
2021-01-09 13:55:16,0,"Aplikasinya, mudah di akses , proses cepat info selalubipdat"
2021-01-08 07:21:20,0,Terima kasih Pa Gubernur Jawa Barat
2021-01-06 16:01:36,0,"Cocok sekali tambah"" ilmu pengetahuan"
2021-01-06 13:10:50,0,Ga bisa masuk aplikasiny ngeblank hitam semua..JD at kasih 4 dl
2021-01-06 05:52:39,0,Ok
2021-01-06 02:52:02,0,Coba dulu
2021-01-05 13:21:51,0,3 dulu
2021-01-04 14:35:29,2,Ini aplikasi untuk pengurus RT aja...???
2021-01-04 12:51:24,0,Semoga kami bisa mendapat perhatian lebih baik ..demi pembangunan wilayah
2021-01-04 02:14:40,2,Saya blm perna mendapat bantuan apapun padahal usahaku bangkrut karna Koroma pusing
2021-01-03 23:56:04,0,Kanggo para RW saleresna daripada posting di medsos nu sanes langkung sae maksimalkan posting didie.. Eta oge kanggo nu hobby posting. 😀😀😀 Mugi teras janten aplikasi nu barokah
2021-01-03 09:07:15,1,"Dengan aplikasi sapawarga, kami dapat mencari informasi tentang kegiatan Jawa Barat."
2021-01-03 08:29:21,0,Top 👍
2021-01-03 03:59:42,1,Warga yang memdapat bantuan bansos/terdaftar sebagai penerima bantua itu di batasi hanya 3 kali bantuan saja....mohon penjelasan nya ..
2021-01-03 03:58:39,0,Sarana informasi yang baik antara atasan dan bawahan
2021-01-02 16:03:16,0,"Mantap,,sangat membantu"
2021-01-01 07:52:36,1,"Sebuah inovasi, demi kemajuan jawa barat. Salam dari RW 003 Desa Sibubut Kecamatan Gegesik Kabupaten Cirebon."
2020-12-30 08:32:39,0,Sedang belajar mencoba Semoga berkah gampang sedekah dan amanah .....amiin.
2020-12-29 15:03:01,0,"Terima kasih, semoga lebih banyak pitur."
2020-12-29 12:20:24,0,Mantap
2020-12-29 01:34:06,3,Mohon maaf admin tolong tingkatkan biar lebih bagus lagi aplikasi nya supaya nggak keluar terus saat kita mau posting kegiatan tolong dikolom pengajuan di buka lagi karena masih banyak yang perlu kami ajukan🙏🙏🙏
2020-12-29 01:07:47,0,Bisa mempererat silaturahmi antar RW dan menyampaikan kegiatan dan aspirasi semua Rw
2020-12-27 04:18:20,0,Sapawarga sy blm aktip
2020-12-26 12:27:35,0,Sapa warga membatu sekali untuk mengusukan bantuan dan pembangunan melalui sapa warga
2020-12-26 00:10:42,0,Amazing
2020-12-25 14:21:06,1,Sangat membantu info pentingnya. Hatur nuhun.
2020-12-25 12:00:27,0,Good
2020-12-23 12:40:39,0,Alham dulilah sangat puas
2020-12-23 06:09:09,0,"Saya sebagai ketua RW 01 Ciledug wetan kecamatan Ciledug kab Cirebon,merasa terbantu dengan adanya sapa warga,"
2020-12-23 05:57:00,27,"Selamat siang , saya dari sekertaris rw 15 kranji, bekasi barat, kota bekasi , saya mau akses , namun ketua rw saya tidak tau unsarneme dan pass nya . Bagaimana ini ? Saya mau melaporkan tentang usulan pembangunan got di jalan sudirman yang sudah tidak berfungsi , mengakibatkan jl. Banteng di rw saya selalu kebanjiran. Permasalahan ini tidak perna terselesaikan dari tahun lalu sampai sekarang . Mohon kiranya sentuhan dan aspirasi warga kami dapat di dengar. Makasi."
2020-12-20 12:10:10,0,"Lebih tahu tentang jabar. Program kerja, kegiatan,saluran bantuan"
2020-12-19 12:12:53,0,Alhamdulilah bisa seer inpormasi
2020-12-18 06:58:41,0,Mengetahui RW sa Propinsi dan Tambah wawasan
2020-12-18 00:45:22,0,Mempermudah inpormasi
2020-12-17 11:39:50,0,Sangat membantu
2020-12-16 11:38:39,2,Hiji heula da teu acan di balas pertarosan ku ring ku admin na.
2020-12-16 02:03:07,2,tolong lah kenapa gak bisa akses sendiri sih .. gimana kalo ketua rt rw nya mata duitan
2020-12-15 14:14:02,15,"Mau tanya kalau ketua Rw nya gaptek bagaimana mau menggunakan aplikasi ini kang, terus masalah bansos di desa saya banyak yg terdaftar tapi tidak menerima bantuannya karena masalah data tidak sinkron giliran minta di update ke pihak desa, pegawai nya bilang g bisa masa pegawai desa g bisa ngupdate data masyarakat"
2020-12-15 13:00:00,0,Nilai A
2020-12-15 12:52:26,0,Sapawarga mantaaap lurrr...5 bintang lahhh...
2020-12-14 11:44:46,0,Merasa terbantu
2020-12-13 02:24:31,6,"Saya saat ini susah posting. Jika mengapload foto, baik dari galeri atau kamera. Ketika mengklik foto langsung kembali ke home. Sehingga tidak bisa update. Untuk keseluruhannya bisa diakses dengan baik. Terima kasih, semoga selanjutnya bisa diperbaiki lagi"
2020-12-12 21:56:44,1,Sangat menunjang dan support dengan adanya aplikasi ini
2020-12-12 14:42:01,2,sip.dukung
2020-12-11 18:37:24,2,"Ini mah bukan aplikasi sapawarga tapi sapakeluarga RW,,karena yang diuntungkan cuma yang deket sama RW,,"
2020-12-11 10:32:13,0,Mantap
2020-12-11 04:06:26,0,"Sangat bagus sekalai program sapa warga ,,hatur nuhun ka bapak gubernur ,siap ngarojong Kana program NU sanesna"
2020-12-08 12:53:57,0,Ok
2020-12-08 08:19:20,0,Dapat menyampaikan aspirasi warga masyarakat
2020-12-08 00:14:48,0,Bagus
2020-12-07 15:27:00,0,Sangat membantu
2020-12-04 06:38:42,0,Sangat membantu.buat kepengurusan.Rw
2020-12-03 14:00:33,0,Ok informasinya..jadi hisa mengetahui kegiatan seputar JABAR
2020-12-01 01:38:22,0,Sering update sendiri .. Username ma pasword sering menghilang ngk bisa lgsng login.
2020-11-28 16:37:39,0,Mantap...sangat membantu
2020-11-27 05:13:17,3,Dulu saya daoet pkh sekarang ko ga ya Setatus di tolak karna data tidak lengkap Menurut saya waktu itu ada yg sabotase data saya Sampe sekarang saya tidak mendapatkan bantuan apapun
2020-11-26 17:22:50,0,Lumayan cukup membantu warga
2020-11-25 14:01:34,0,Bagaimana kalau lupa password?
2020-11-25 00:03:32,0,Juara
2020-11-24 18:45:22,5,"Aplikasi ini menguntungkan Keluarga RW. Tolong di evaluasi lagi ADM , biar warga juga bisa menggunakan Aplikasinya, dan tau kegiatan RW yg Upload di aplikasi ini. Hoax apa FAKTA"
2020-11-24 14:42:31,0,Jabar juara
2020-11-24 13:43:06,0,Jabar juara
2020-11-23 23:39:19,2,Apk koret... ma enya kudu rt wae nu boga akun...
2020-11-21 10:54:02,0,Lo bagus saya tambahkan lg
2020-11-21 01:50:06,0,Sangat membantu tugas para RW
2020-11-20 07:28:17,0,sangat membantu
2020-11-19 15:31:33,0,👍👍
2020-11-19 13:01:26,3,Sampurasun Mohon di lengkapi fitur untuk pengajuan warga yang harus di usulkan sebagai DTKS Sebab data yang diperoleh RW adalah real di lapangan
2020-11-19 11:24:39,0,Lebih baik lagi dalam update berita terbaru nua
2020-11-18 14:43:34,0,Sangat membantu saya sebagai ketua rw
2020-11-17 18:34:13,0,Mantap.sapawarga
2020-11-17 12:56:17,0,cari rumput
2020-11-17 11:59:18,0,Mantap
2020-11-17 03:51:08,0,Bagus banget
2020-11-17 00:12:40,2,Ribet ada kata sandi nya ga bebas buay sapa saja aku kasih bintang satu sangat terpaksa biar bisa komen.
2020-11-16 23:50:08,0,Ini sangat membantu kami untuk membantu masyarakat
2020-11-16 02:45:36,0,Sangat bermanfaat sekali. Dan semoga usulan2 kegiatan terealisasi.
2020-11-15 17:12:02,0,Sangat membantu dalam penyajian informasi....
2020-11-15 09:59:31,2,Teuing ah teu valid pemerintah teh nyieun aplikasi sok aya wae nu disumput sumput.
2020-11-15 09:45:19,0,Terimakasih info nyah
2020-11-15 09:44:00,0,Berikan kemudahan di di apk mantul sehingga bisa memantauan semua kegiatan baik sosial maupun pembangunan dan budaya 👌👌
2020-11-15 01:42:31,2,wis ana datae tapi laka sing teka jenis bantuane... basane durung di aktifna ning ketua rw... COLOK MATANE SIRA !!!
2020-11-14 17:26:55,0,Mendekatkan warga dengan pemerintah
2020-11-14 09:33:16,0,Sangat membantu untuk memperoleh informasi
2020-11-14 02:23:01,0,Alhamdulillah bisa masuk kembali ke seluruh RW se jawa barat
2020-11-13 07:21:02,0,Top bermanfaat bagi warga
2020-11-12 08:19:24,0,Mantaf sy jadi banyak tau infomasi terimakasih pak gubernur sukses lanjutkan
2020-11-12 07:08:54,0,Memuaskan
2020-11-11 21:10:24,0,Membantu program pengajuan bansos
2020-11-11 16:05:12,0,sangat membantu
2020-11-11 14:04:46,0,Ok sangat membantu
2020-11-11 04:32:06,0,Bagus
2020-11-10 14:36:37,3,Aku senang juga dengan adanya aplikasi sapa warga ini sehingga biaa terditeksi data dan impormasi
2020-11-10 05:11:10,0,Ok
2020-11-09 14:13:29,0,Ok
2020-11-09 09:31:17,0,Bagus nambah wawasan
2020-11-09 09:13:22,0,Siip
2020-11-09 05:24:48,0,"Sangat membantu untuk info kepemerintahan,, kalo bisa tambahkn untuk mengecek nik kependududkan"
2020-11-08 23:16:39,0,Membantu khususnya ketua Rw umum nya masyarakat luas yang menggunakan aplikasi sapawarga dan info info yang bermamfaat
2020-11-08 14:01:51,10,"Tolong di pertimbangkan,bnyak skali keluhan masyarakat,,terlebih rt rw terkadang dlm pendataan seperti pilih kasih.apalg bogor barat.kebnyakan orng2 yg trdekat mereka yg di data tuk bantuan.& ini bisa berdampak tercorengnya pejabat pemerintahan di tingkat atas.tuk ufdate/memuktahir data tiap tahun sj kebanyakan nol..Dtks itu itu sj..kasihan masyarakat yg benar2 layak namun tidak smpai terdata.harusnya ada survei dr atasan tuk menindak lanjuti pendataan secara langsung ke lapangan.terima kasih"
2020-11-07 12:14:13,0,Ok
2020-11-06 06:45:08,0,Sangat bermanfaat
2020-11-05 16:03:11,0,Good
2020-11-05 13:55:13,0,Puas
2020-11-04 16:36:29,0,Cara masuk aplikasi ini
2020-11-04 11:54:26,22,"Aplikasi hanya untuk ketua RW, sedangkan bantuan hanya yg Deket sama RT RW aja yang pasti dapat bantuan Dan yang lain gak dapat. Kenapa tidak per KK saja dijatahkan dapat bantuan. Tanpa harus ketua rw yg daftarin. Pilih pilih kalau RT RW mah"
2020-11-04 09:13:43,0,Sangat membantu
2020-11-04 05:01:50,4,"G bisa d akses warga, dan segala kebijakan provinsi hanya pengurus RT dan rw yg bisa nikmati. Tolong d revisi lg penggunaannya buat warga."
2020-11-04 03:16:16,0,Sae pisan
2020-11-03 14:55:39,0,Bagus
2020-11-03 10:24:42,0,Mntap
2020-11-02 16:30:24,0,Sayangnya lemot
2020-11-02 10:05:23,0,Sapawarga is the best
2020-11-02 07:55:46,2,Sy telah usaha bikin perlenfkapan motor buat orangnya
2020-11-02 03:31:02,0,Menjadi lebih efektif...
2020-11-01 17:36:10,0,Bagaimana cara agar seseorang dapat terdaftar di DKTS dan apa saja syarat ny dan di mana harus mendaftar..??? Terimakasih...
2020-11-01 15:56:56,0,Ok
2020-10-31 20:12:41,0,Aplikasi yg bagus
2020-10-31 15:43:36,0,Admin saya sudah daftar tapi datanya kok tidak ada yah?
2020-10-31 00:16:06,0,"sangat bermanfaat, memudahkan kinerja ketua rw, dan menambah motivasi untuk lebih aktif dalam melaksanakan kegiatan di masyarakat"
2020-10-30 04:44:07,0,Bagus ada aplikasi ini tapi sayang pemerintah buanamekar korupsi bansos tetap saja bingung kalau bisa ini bisa di hubungkan antara pemerintah pusat dengan pelayanan publik seakan rakyat langsung berinteraksi dengan pimpinan daerah karena petugas setempat nya korupsi uang nya di pake bangun rumah mulu😂
2020-10-29 18:10:16,2,Salam santun Admin klo aplikasi sapawarga artinya untuk semua warga ya Klo hanya untuk ktua rw sepertinya kurang tepat saya kasih bintang 1 dulu nanti saya tambah lagi
2020-10-29 16:27:31,2,Aplikasi gila
2020-10-29 15:24:29,1,"Apliksi sapa warga sangat lah bermanfa,at bgi smua msrakat"
2020-10-28 23:54:52,0,Saya suka sekali
2020-10-28 17:41:25,0,Cara masuk ke sapa warga kok susah banget
2020-10-28 14:45:53,1,Aplikasi sapawarga.realisasi pemikiran briliyan dan jenius.pak ridwan kamil.saya bisa menambah wawasan.ilmu.serta pola pemikiran dan memunculkan ide2.baru dari daerah lain.mengakses segala informasi dan lain sebagainya..pokonya mantaap..pokonya sebagai ketua rw.saya sangat.sangaat membutuhkan..terima kasih.
2020-10-28 05:44:45,0,"Aplikasi sapawarga di perangkat saya jadi tidak dapat di buka,"
2020-10-28 00:37:20,0,Membantu sekali
2020-10-27 21:42:42,2,"Saya d cek lewat sapawarga ternyata ada nama saya tpi aneh nya d tolak pembagian bantuan..katanya kk gk jelas alamat gk jelas,blm cukup umur,blm keluarga,orang nya tlah tiada padahal saya masih ada..aduh parah saya berkeluarga umur aku 31 anak 2 masa saya d tolak anehh..kk punya nik ktp ada..tolong nih jangan sampe data saya d hapus oleh pemerintah,orang nya meninggal padahal masih ada."
2020-10-27 19:37:59,10,Saya warga Depok tapi tidak ada sama sekali saya terima bantuan..baik uang atau pun beras..padahal di kartu keluarga saya hanya saya dan anak saya.saya ini seorang ibu dan juga kepala rumah tangga..ga adil bagi saya..khusus rw tetapi warga tidak bisa..gak transparan..yg dekat dengan perangkat desa pasti ada namanya..ga adil banget..
2020-10-27 14:17:12,0,Tong sapa warga atuh sapa rw kituh
2020-10-27 11:59:43,6,Tolong untuk bantuan harus tepat sasaran ya. Harus transparan. Dan data warga tolong diperbarui. Kalian kerja digaji oleh pajak masyarakat maka tolong kerja yg benar
2020-10-26 19:24:51,0,Siip
2020-10-26 14:12:33,0,Penuh informasi dan bisa berbagi pengalaman
2020-10-26 09:38:10,0,Mantap
2020-10-26 08:21:56,0,Ok
2020-10-25 23:54:18,0,"Aplikasi sapawarga sangat bagus, dan membantu kegiatan RW"
2020-10-25 15:40:35,0,Ok
2020-10-24 22:59:42,1,Kok saya gak bisa buat akun anrh banget
2020-10-24 12:32:11,1,Kenapa di khususkan hanya sebatas orang yang memiliki jabatan saja.. Apa tidak ada aplikasi penghubung antra warga dengan pemerintah?
2020-10-24 03:09:13,0,Tolong dibantu
2020-10-23 22:45:32,2,"Saya kasi bintang 2 dulu,,krna saya gak bisa dftar dan saya minta bantuan gmn cara masuk ke aplikasi sapawarga,,mksh"
2020-10-23 19:31:44,0,Jadi bisa lebih tranparan dan bisa mendapatkan ide2 baru untuk pembangunan wilayah dan desa kami
2020-10-23 15:54:40,0,Mantabbbb
2020-10-23 13:59:13,2,Impormasi untuk supaya di ketahui oleh kalangan masyarakat bawah cara melihat yang
2020-10-23 09:01:11,2,RW saya tidak daftarin warganya yg miskin untuk dapet bantuan mungkin kurang tahu aplikasi
2020-10-23 05:41:13,0,Tidak bisa upload dari galeri di option usulan RW harus dari Camera langsung
2020-10-22 17:19:21,2,gabisa log in akun knpa ya gmna cara masuknya?
2020-10-22 13:01:06,0,Ok
2020-10-22 12:47:15,1,"Ya sampai saat ini Bansos dari Pemerintah Propensi belum turun lagi padahal warga sedang mengharpkan dan justru bantuan yang dari pusat melalui Kemensos tahap yang ke 10, sudah turun lagi ."
2020-10-21 16:16:17,5,"Sapawarga ternyata bukan aplikasi untuk menyampaikan suara warga, lain kali buat aplikasi tempat keluh kesah warga karna banyak RT/RW yg kerja nya tidak transfaran, apa apa segala di uangkan,dapat uang bansos pun harus di potong, klau ngga di potong yg dapet nya itu2 aja,orang2 terdekt nya saja😕"
2020-10-21 16:05:28,1,Mantap... tapi selama ini saya tidak bisa melihat data bantuan
2020-10-21 06:46:36,0,sangat membantu dalam mendapatkan informasi untuk diteruskan k warga
2020-10-20 04:44:33,2,Kumaha yeh minta akun tapi ga ada respon...admin na kamana sare wae
2020-10-19 10:31:41,0,Manteeeup bngeeeut sngat membantu
2020-10-19 04:52:53,0,Mantap
2020-10-18 14:36:55,1,Belum diliat jadi tak kasi 2 dulu bintang nya
2020-10-18 13:44:06,0,Lama buka nya aplikasi ini . Loading nya delay.... bgt
2020-10-18 04:10:15,0,Good
2020-10-17 04:53:10,0,Ok sanagt membantu infonya
2020-10-17 02:33:43,4,"Teruntuk pengurus RT 05 RW 14 kelurahan SADANG SERANG kecamatan COBLONG kota Bandung,, kenapa Anda tega?? Saya yg jelas2 terdampak covid tapi tidak didata?? Apa salah saya?? Nama saya Eriek Kurniawan pekerjaan Ojek Online,, sudah 7 bulan terhimpit masalah ekonomi gara2 covid, tapi pengurus Rt dan Rw nya tidak mendata saya, semoga Allah memberi hidayah untuk anda penguasa rt rw!!"
2020-10-16 17:27:18,0,Bgus
2020-10-16 09:38:13,0,"Untk data penerima bantuan perluasan sembako dari data sapa warga tercantum namany tp tidak menerima kartunya,kenapa bisa gitu.ap salah masukin data nya..mohon penjelasanny"
2020-10-16 01:58:55,0,Bagus
2020-10-15 00:37:21,0,Ok mantap
2020-10-14 03:36:23,0,Semoga lebih di perbaiki lagi sistim nya
2020-10-13 23:55:14,71,"Namanya sapawarga, tapi khusus untuk RW. Kenapa?? Terus kenapa aplikasinya ada di playstore kalau hanya untuk RW saja.. Lebih baik untuk warga juga biar pemerintah desa seJawa Barat lebih transparan terhadap warganya mengenai informasi bantuan apapun yang ada di Jawa Barat.. Itu hanya saran saya aja sebagai Warga Jawa Barat.."
2020-10-13 13:31:40,2,"Di era medsos skrg ini ,, aplikasi sapawarga merupakan solusi tepat & cerdas dlm memanfaatkan teknologi digital berupa gadget smartphone utk menghimpun berbagai informasi kepemerintahan khususnya di tingkat RW."
2020-10-13 09:24:54,0,Mantaaapss.. bisa sosialisasi online
2020-10-13 05:00:02,0,Kami kesulitan untuk log in.
2020-10-13 01:57:20,0,Oke
2020-10-13 01:27:12,0,Ok
2020-10-12 13:51:41,5,kita percaya kalau pun bantuan dari pemerintah di adakan... tpi tololong buka akses untuk seluruh warga jika hanya rw saja akan rasnya percuma..... karna bukan nya sok uzon da juga yang nyeleweng....... jadi mohon untuk akses semua warga bisa d wujudkan
2020-10-12 06:47:30,0,Nhun pak gubernur atas bantuan provinsi yg manfaatnya dirasakan langsung oleh warga.
2020-10-11 12:41:57,0,Selalu beri informasi buat kemanusiaan
2020-10-11 08:11:40,3,"Tolong untuk bisa diakses buat semua warga, karena rw tidak transparan.... Dana bantuan aja dipotong perKK terus yg dapet bantuan hanya kolega/sodara2"
2020-10-11 06:48:59,0,Ok tapi rt/rw nya pilih kasih
2020-10-11 04:08:31,0,Bagus
2020-10-10 12:03:29,0,Sangat akurat terpercaya
2020-10-10 11:32:49,45,Percuma saja tidak bisa diakses warga secara langsung.. karena tidak bisa mendaftarkan sendiri bansos nya langsung.. Jujur saja kakak sy terdaftar PKH tapi tidak pernah dapat bantuannya.. Apalagi saya sama sekali tidak pernah dapat bantuan dari pemerintah.. Mohon dipertimbangkan agar setiap warga bisa mendaftarkan diri sendiri tidak perlu lewat perangkat desa..
2020-10-10 07:14:54,0,Sangat membantu masyarakat pedesaan dalam hal program bantuan dari pemerintah ..!!
2020-10-09 15:56:27,5,Sangat di sayangkan hanya bisa di akses oleh aparat setempat.dikarnakan banyak sekali bantuan yang tidak tepat sasaran
2020-10-09 01:01:28,2,sapurasun admin gamana seputar sapawarga 🙏
2020-10-08 17:38:08,0,Alhamdulillah melalui ssfawarga.saya bisa mengajukan langsung.bantuan dari jawa barat.dan Alhamdulillah tahap 1.tahap 2.dan tahap 3.sudah banyak warga yg menerima manfaat bantuan bansos dari propinsi.Terima kasih buat kang emil.semoga sehat selalu.Aamiin.
2020-10-08 03:47:11,0,Jelas dan akurat.....informasinya
2020-10-07 15:09:50,0,Sapawarga sangat membantu warga kami
2020-10-07 14:20:35,0,"Mudah2an jawabarat Makin Berakhlak, Dan Pemimpinya Memikirkan Nasib Rakyat, Amin Ya Rob"
2020-10-07 12:54:57,0,Bagus manfaat bagi RW kami
2020-10-07 06:32:04,0,Baik
2020-10-07 03:32:40,4,Bagus. Tapi kali ini saya admin kecamatan kesulitan blm bisa masuk. HP habus di reset pabrik. Tolong dibantu. Terima Kasih
2020-10-07 03:17:12,0,Sangat membantu
2020-10-03 15:09:23,2,"Kalo bisa setiap ke RT an di haruskan punya aplikasi ini,soal nya pas lg banyak bantuan sperti skarang se enak jidat pegawai desa aja bagiin nya."
2020-10-03 03:37:26,0,Kenapa ya sapawarga saya tidak bisa dibuka mhon infonya harus seperti apa
2020-10-02 22:16:08,85,"Untuk instansi pemerintah Jawa barat yang terhormat,saya sebagai warga kabupaten Cirebon,tepatnya diblok kebon Kunir Desa Kedung jaya,Kecamatan Kedawung,sangat sedih dengan pembagian sembako, BLT,PKH,dll itu tidak pada tempatnya alias salah,karena siapa yang dekat dengan perangkat desa itu dia yang dapat,sedangkan yang dulunya dapat bantuan dicoret,Alhamdulillah saya sampai saat ini belum pernah dapat bantuan dari Pemerintah,dari anak saya yang ke 1 sampai ke 5 tidak pernah dapat bantuan apapun."
2020-10-02 21:54:18,44,Mohon untuk bisa diakses oleh warga juga. Ga cuma pengurus rw. Dan disajikan data siapa saja penerima bantuan dan jenis bantuan yg didapat .supaya kita bisa lihat siapa saja yg dapat bantuan dan yg tidak. Karena kami warga berkali kali di suruh ngumpulin fotocopy kk dan ktp oleh rt/rw Takutnya disalahgunakan .
2020-10-02 03:31:03,0,Mantap ..... Sangat mendukung dalam kegiatan informasi
2020-09-30 16:03:40,0,Makin cepat impormasi
2020-09-30 11:38:08,4,"Untuk RW dikelurahan Tanah sareal kota bogor ,bnyak warga yg tidak masuk daftar termasuk saya.sejak awal maret hingga hari ini.Seharusnya sebagai ketua RW lebih aktif dalam tanggap darurat. Nuhun"
2020-09-29 04:18:55,0,Ok
2020-09-29 03:34:05,0,Membantu sekali tapi hp dari rw sblm.nya program gubernur ko ga dikasih kan sebagai aset malah jadi hak milik yah
2020-09-28 15:33:52,0,Penting utk kami para warga
2020-09-28 15:13:54,0,Lebih tanggap lagi dan update terus program Jabar di Sapawarga dan semoga usulan bisa direspon
2020-09-28 06:16:53,1,Semoga kedepan bisa lebih baik dan tingkatkan terus
2020-09-27 11:16:32,0,Aplikasi yang sangat membantu para Pengurus RT dan RW guna mendapatkan informasi serta sharing program-program yang sedang berjalan. Hatur nuhun 🙏
2020-09-24 23:54:52,0,Bagus
2020-09-24 15:01:02,1,Hapunten kawagel dupi apl ieu tiasa kngo warga teu?
2020-09-24 12:17:34,0,Masalah bantuan bamprop kapan di salurkan
2020-09-24 02:50:16,0,"Alhamdulilah dengan adanya sapawarga, semua pembritahuan dan kegiatn2 sekarang jdi tau semua....... Mksi atas aplikasinya"
2020-09-23 14:35:38,0,Baru donload kasih 4 dulu
2020-09-22 02:58:07,0,Sangat membantu kinerja bapa RW
2020-09-20 05:54:51,7,"Saya sangat terbantu dengan adanya aplikasi sapa warga ini,saya tau info banyak dari aplikasi ini dan saya jg bisa bantu warga saya yg terdampak covid karena banyak warga saat ini benar benar sangat membutuhkan bantuan"
2020-09-19 03:30:54,0,Jadi tahu berita dan program jabar
2020-09-17 09:02:09,2,"Hanya buat pejabat setingkat RW, bukan buat warga jelata 😭😭😭"
2020-09-16 04:02:53,0,Bintang 4
2020-09-15 07:31:03,3,"Rw Di daerah saya kudet , jadi gimana dong ??"
2020-09-14 03:47:47,0,"Aplikasi ini sangat menbantu utk dpt melihat kinerja RW dari beberapa daerah,memacu kinerja tiap RW utk bisa lebih semangat kerjanya"
2020-09-14 02:43:03,3,"Ari amang sabagai naon install apk Sapawarga? Sebagai Warga ta'at pajak😁. Amang nyaho Sapawarga jang naon? Hayng nyaho guna na matak nginstal ge jang. Saengges ngainstall amang nyaho naon guna na? Matak nanyakeun ka maneh oge uing teh teu ngarti, naha Tombol daftar jadi Tombol WA. Terus ku amang di pencet teu? Dipencet. Terus? Nanya uing teh naon guna na terus naha teu bisa daftar. Aya ngarespon weh mang? Eweh."
2020-09-14 02:32:24,3,Kalau brsipat untuk umum ya sharusnya aplikasi ini bisa dgunakan untuk semua warga jawa barat biar tidak saling curiga
2020-09-13 15:30:58,0,Apps mantap bsa bantu warga saya
2020-09-12 14:02:04,0,Dengan adanya sapawarga kami bisa tambah pengetahuan.sukses JABAR
2020-09-12 13:44:54,0,Sangt terbantu dgn aplkasi nya.
2020-09-12 02:53:43,0,Sangat bagus dan membantu
2020-09-11 14:49:58,0,Sangat membantu dengan aplikasi ini semoga bisa lebih mudah untuk membantu warga
2020-09-11 14:11:47,0,Alhamdulillah sapawarga merupakan aplikasi interaktif antara warga dan pemerintah provinsi yg mudh2n lewat interaksi ini pihak pemprov bisa melihat berbagai keluhan2 warganya
2020-09-10 22:55:08,0,Bansos bisa mudah d verval sangat membantu sekali
2020-09-10 11:58:38,0,Ok
2020-09-10 04:06:39,0,cool
2020-09-09 15:52:15,100,"Kalau serius,diwajibkan saja buat RW untuk instal aplikasi ini min,biar bisa saling kroscek data..agar kalau ada bantuan pemerintah apapun itu bentuknya bisa tepat sasaran. Kalau bisa ada aplikasi pendamping untuk warga juga,agar bisa berinteraksi langsung dengan RW nya secara online ."
2020-09-08 07:27:46,0,Ok
2020-09-07 20:56:03,0,Mantap
2020-09-07 13:10:52,0,Mohon pebaikan untuk kolom usulan...
2020-09-07 01:47:14,0,Bagus sekali mempererat tali silaturahim khususnya para rw sejabar
2020-09-05 15:23:37,0,Informasi lengkap dan dapat diakses dengan baik.
2020-09-03 03:29:26,0,Sangat membantun sekali buar pak rw
2020-09-02 15:21:03,0,"Kita bisa melihat kegiatan RW se-Jabar,dan saling komen untuk memberikan support,untuk Jabar yg lebih baik"
2020-09-01 23:55:12,0,Aplikasi ny sangat membantu..
2020-09-01 17:51:54,0,Sapawarga ...
2020-09-01 14:31:28,0,Memudahkan mendapatkan informasi dan bisa menjadi studi banding dengan daerah tertinggal.
2020-09-01 09:08:18,1,Sangat membantu
2020-09-01 02:48:35,2,Payah
2020-08-31 16:33:57,0,Alhamdulillah sangat terbantu
2020-08-31 11:37:26,0,Dengan adanya sapawarga bisa dapat mambantu dalam akses mensejahterakan warga dengan majunya zaman tekhnologi
2020-08-30 13:08:19,0,Top lah oke banget
2020-08-30 04:28:42,0,"Cukup puas dengan pelayanan tim sapawarga, semoga lebih ditingkatkan lagi"
2020-08-29 16:56:16,0,Dan sekarang sudah semakin baik
2020-08-29 12:34:52,0,👍👍👍👍👍👍
2020-08-29 04:49:50,0,Jabar juara
2020-08-28 14:34:58,0,Ok
2020-08-28 03:06:17,3,"Sampurasun! Terimakasih tentang adanya sapawarga karena kami dapat mengenal kegiatan dari desa lain terutama kegiatan RW nya supaya menjadi bahan perbandingan dengan desa kami ' "" pokonamah maju terus Jawa Barat"""
2020-08-28 02:51:19,2,"Saya sangat senang sekali,keluhan dan kegiatan bisa tersalurkan lewat aplikasi dari sapawarga"
2020-08-25 03:11:44,0,Terus tingkat
2020-08-24 15:39:31,0,Sangat baik
2020-08-23 10:09:05,0,Jabar ppropgoid
2020-08-22 12:54:55,11,"Akun saya tidak dapat login (di buka kembali), nomor telp yang ada di aplikasi, tidak dapat di hubungi. nomor admin sapa warga yang mana, yang bisa di hubungi untuk meminta password saya kembali?"
2020-08-22 08:30:58,2,Oke
2020-08-21 12:31:12,0,Sangat bagus
2020-08-20 12:40:24,2,"HP saya di install ulang, sapawarga nya ke hapus, bagaimana cara dapatkan password nya. Saya WA ngga ada yg jawab. Mohon arahannya."
2020-08-19 07:34:11,0,Terimakasih atas ada nya sapa warga kami sangan di bantu .pokonya istebes
2020-08-18 15:43:35,0,Oke banget... Lanjutkan update onfo terkini tentang Jabar
